bloquinho,idade,faixaetaria,morador,estado,ufpais,pernoitar,quantaspernoites,meiodehospedagem,transporteparacidade,mesviagem,fonteinfocarnaval,gastohospedagem,faixagastohospedagem,gastoatrativos,faixagastoatrativos,gastoalimentacao,faixagastoalimentacao,gastotransporte,faixagastotransporte,gastofatansias,faixagastofatansias,gastocompras,faixagastocompras,gastoingressos,faixagastoingressos,gastooutros,faixagastooutros,gastototal,faixagastototal,pessoas_no_gasto,gastopercapto,faixagastopercapto,diascarnaval,gastomediodiario,faixagastomediodiario,gastomediodiariopercapto,faixagastomediodiariopercapto,infocarnaval,opiniaocarnaval,pioroupq,expectativas_carnaval,avaliacao_geral,banheiros,seguranca,precos,voltarcarnaval,alemdosblocos,patrocinador,genero,escolaridade,estadocivil,renda,faixarenda,rendamedia,transporteblocos,apoioLGBTQIA,fazparteLGBTQIA,data
BLOCO DA CALIXTO,28,Jovem,Visitante,Minas Gerais,Brasil,Sim,5,Casa propria,Carro/Moto,Janeiro,Midias sociais,0,Muito baixo (zero),600,Alto,200,Médio,200,Médio,100,Baixo,0,Muito baixo (zero),190,Médio,0,Muito baixo (zero),129000,Muito alto,3,43000,Muito alto,4,32250,Muito alto,10750,Muito alto,Instagram,,,Atendeu plenamente,6,1,5,8,Sim,Eventos Privados,Ambev,Feminino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,45,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,90,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),39000,Muito alto,2,19500,Muito alto,3,130,Médio,65,Baixo,Outros sites,Nem melhorou nem piorou,,Superou,10,0,8,1,Sim,Nenhuma,Supermercados BH,Feminino,Ensino Medio completo,Casado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Veiculo Proprio,Sim,Nao,2023-02-18
VOLTA BELCHIOR,45,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),25000,Muito alto,1,25000,Muito alto,3,8333,Muito alto,8333,Muito alto,Outros sites,,,Superou,10,10,10,10,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Prefeitura,Feminino,Ensino Medio completo,Casado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,25,Jovem,Visitante,Minas Gerais,Brasil,Nao,0,,Carro/Moto,Fevereiro,Midias sociais,0,Muito baixo (zero),150,Médio,50,Baixo,0,Muito baixo (zero),20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),220,Médio,1,220,Médio,1,220,Médio,220,Médio,Instagram,,,Atendeu em parte,8,4,7,4,Sim,Nenhuma,Cemig,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Veiculo Proprio,Sim,Sim,2023-02-18
VOLTA BELCHIOR,45,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,200,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),90000,Muito alto,1,90000,Muito alto,5,18000,Muito alto,180,Médio,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,7,3,1,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Nao sabe,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Divorciado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,120,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),17000,Muito alto,1,17000,Muito alto,4,4250,Muito alto,4250,Muito alto,Outros sites,Melhorou,,Atendeu plenamente,9,7,8,7,Sim,Nenhuma,Sportingbet,Masculino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,21,Jovem,Visitante,Minas Gerais,Brasil,Sim,4,Casa de Amigos/Parentes,Carro/Moto,Janeiro,Internet,0,Muito baixo (zero),250,Médio,450,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,1,70000,Muito alto,5,14000,Muito alto,140,Médio,Instagram,Melhorou,,Atendeu plenamente,10,10,10,5,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Governo,Masculino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Nao,2023-02-18
VOLTA BELCHIOR,39,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),10000,Muito alto,2,5000,Muito alto,2,50,Baixo,25,Baixo,Outros sites,Melhorou,,Atendeu plenamente,8,0,6,8,Sim,Precarnaval,Prefeitura,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,41,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),25000,Muito alto,2,12500,Muito alto,3,8333,Muito alto,4167,Muito alto,Instagram,Melhorou,,Atendeu plenamente,9,5,10,8,Sim,Nenhuma,Prefeitura,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Casado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,18,Adolescente,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,0,Muito baixo (zero),30,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),38000,Muito alto,1,38000,Muito alto,3,12667,Muito alto,12667,Muito alto,Outros sites,Piorou,Excesso (Aumento) de publico,Atendeu em parte,6,1,4,5,Sim,Nenhuma,Nao sabe,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-18
VOLTA BELCHIOR,32,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,300,Médio,0,Muito baixo (zero),500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),130000,Muito alto,1,130000,Muito alto,6,21667,Muito alto,21667,Muito alto,Amigos/Parentes,Piorou,Motivos Pessoais,Atendeu plenamente,7,10,7,5,Sim,Precarnaval,Belotur,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),35000,Muito alto,1,35000,Muito alto,2,175,Médio,175,Médio,Instagram,Nem melhorou nem piorou,,Atendeu em parte,8,8,8,7,Sim,Nenhuma,Populacao,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
VOLTA BELCHIOR,31,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,80,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),18000,Muito alto,1,18000,Muito alto,2,90,Baixo,90,Baixo,Amigos/Parentes,NR_NS,,Atendeu plenamente,8,5,6,0,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,150,Médio,20,Baixo,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),67000,Muito alto,1,67000,Muito alto,3,22333,Muito alto,22333,Muito alto,Instagram,Melhorou,,Atendeu plenamente,8,0,6,6,Sim,Eventos Privados,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,44,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,80,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),28000,Muito alto,1,28000,Muito alto,4,7000,Muito alto,70,Baixo,Instagram,Melhorou,,Superou,10,8,9,2,Sim,Nenhuma,Prefeitura,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,47,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,60,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),36000,Muito alto,1,36000,Muito alto,2,180,Médio,180,Médio,Outros sites,Melhorou,,Atendeu plenamente,9,9,7,5,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Divorciado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-18
VOLTA BELCHIOR,35,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,100,Baixo,180,Médio,500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),108000,Muito alto,2,54000,Muito alto,4,27000,Muito alto,135,Médio,Amigos/Parentes,NR_NS,,Superou,8,9,5,7,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,44,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,100,Baixo,0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),30000,Muito alto,1,30000,Muito alto,2,150,Médio,150,Médio,Outros sites,Nem melhorou nem piorou,,Atendeu plenamente,8,0,8,1,Sim,Nenhuma,Cervejarias,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,32,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,80,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),38000,Muito alto,1,38000,Muito alto,3,12667,Muito alto,12667,Muito alto,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,3,8,9,Sim,Nenhuma,Skol Beats,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Uniao Estavel,Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-18
VOLTA BELCHIOR,27,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),30000,Muito alto,1,30000,Muito alto,2,150,Médio,150,Médio,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,7,7,7,Sim,Precarnaval,Ambev,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),500,Médio,0,Muito baixo (zero),200000,Muito alto,1,200000,Muito alto,4,50000,Muito alto,500,Médio,Instagram,Melhorou,,Superou,8,7,7,7,Sim,Eventos Privados,Amstel,Masculino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
BLOCO DA CALIXTO,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,10,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),6000,Muito alto,1,6000,Muito alto,2,30,Baixo,30,Baixo,Outros sites,Nem melhorou nem piorou,,Atendeu plenamente,9,5,8,6,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Onibus coletivo,Sim,Nao,2023-02-18
VOLTA BELCHIOR,58,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,0,Muito baixo (zero),20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),22000,Muito alto,1,22000,Muito alto,5,4400,Muito alto,44,Baixo,Facebook,Melhorou,,Atendeu plenamente,8,9,9,5,Sim,Precarnaval,Skol,Outros,Ensino Superior completo,Viuvo(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,23,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),30000,Muito alto,1,30000,Muito alto,2,150,Médio,150,Médio,Amigos/Parentes,Nem melhorou nem piorou,,Atendeu plenamente,7,1,6,9,Sim,Eventos Privados,Nao sabe,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),100,Baixo,100,Baixo,0,Muito baixo (zero),40000,Muito alto,2,20000,Muito alto,2,200,Médio,100,Baixo,Facebook,Melhorou,,Atendeu plenamente,8,8,8,6,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Metro,Sim,Sim,2023-02-18
VOLTA BELCHIOR,38,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,500,Médio,0,Muito baixo (zero),100,Baixo,0,Muito baixo (zero),100,Baixo,120000,Muito alto,2,60000,Muito alto,6,20000,Muito alto,100,Baixo,Instagram,Melhorou,,Atendeu em parte,8,5,6,6,Sim,Precarnaval,Populacao,Feminino,Ensino Superior completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,0,Muito baixo (zero),100,Baixo,50,Baixo,20,Baixo,0,Muito baixo (zero),37000,Muito alto,1,37000,Muito alto,3,12333,Muito alto,12333,Muito alto,www.portalbelohorizonte.com.br,Melhorou,,Indiferente,8,8,8,10,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Sim,2023-02-18
BLOCO DA CALIXTO,31,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),15000,Muito alto,1,15000,Muito alto,3,50,Baixo,50,Baixo,Instagram,Melhorou,,Atendeu plenamente,10,1,5,8,Sim,Nenhuma,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
VOLTA BELCHIOR,38,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,40,Baixo,80,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),32000,Muito alto,2,16000,Muito alto,4,8000,Muito alto,40,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,10,3,9,7,Sim,Precarnaval,Belotur,Feminino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,29,Jovem,Visitante,Minas Gerais,Brasil,Sim,4,Casa de Amigos/Parentes,Carro/Moto,Janeiro,Internet,0,Muito baixo (zero),100,Baixo,1000,Alto,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),170000,Muito alto,1,170000,Muito alto,6,28333,Muito alto,28333,Muito alto,Aplicativo do Sympla,Melhorou,,Superou,10,6,7,7,Sim,Eventos Privados,Prefeitura,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
BLOCO DA CALIXTO,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,100,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),60000,Muito alto,2,30000,Muito alto,4,15000,Muito alto,75,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Superou,10,0,10,7,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Uniao Estavel,Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Veiculo Proprio,Sim,Nao,2023-02-18
VOLTA BELCHIOR,31,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,180,Médio,120,Médio,200,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,2,35000,Muito alto,3,23333,Muito alto,11667,Muito alto,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,9,8,9,10,Sim,Nenhuma,Nao sabe,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,46,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,600,Alto,100,Baixo,300,Médio,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),130000,Muito alto,2,65000,Muito alto,3,43333,Muito alto,21667,Muito alto,www.portalbelohorizonte.com.br,Melhorou,,Superou,10,5,10,6,Sim,Eventos Privados,Prefeitura,Feminino,Ensino Superior completo,Casado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Veiculo Proprio,Sim,Sim,2023-02-18
BLOCO DA CALIXTO,45,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,700,Alto,40,Baixo,120,Médio,0,Muito baixo (zero),100,Baixo,0,Muito baixo (zero),96000,Muito alto,2,48000,Muito alto,3,320,Médio,160,Médio,Outros sites,Nem melhorou nem piorou,,Atendeu plenamente,7,4,9,5,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Prefeitura,Masculino,Ensino Tecnico completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,19,Adolescente,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,80,Baixo,20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),30000,Muito alto,1,30000,Muito alto,3,100,Baixo,100,Baixo,Twitter,Melhorou,,Superou,9,5,7,8,Sim,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,29,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,18,Baixo,30,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),24800,Muito alto,1,24800,Muito alto,2,124,Médio,124,Médio,Instagram,Melhorou,,Atendeu plenamente,10,5,6,8,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Nao sabe,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Onibus coletivo,Sim,Nao,2023-02-18
VOLTA BELCHIOR,53,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),20000,Muito alto,4,5000,Muito alto,4,5000,Muito alto,1250,Muito alto,Instagram,Melhorou,,Superou,10,6,8,7,Sim,Precarnaval,Heineken,Feminino,Ensino Medio completo,Casado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Sim,2023-02-18
BLOCO DA CALIXTO,37,Adulto,Visitante,Rio Grande do Norte,Brasil,Sim,4,Casa de Amigos/Parentes,Aviao,Novembro,Amigos/Parentes,4000,Muito alto,1000,Alto,3000,Muito alto,1000,Alto,0,Muito baixo (zero),0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),920000,Muito alto,2,460000,Muito alto,4,230000,Muito alto,1150,Muito alto,Outros sites,,,Atendeu plenamente,9,5,5,9,Sim,Eventos Privados,Prefeitura,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
VOLTA BELCHIOR,32,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,600,Alto,500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),110000,Muito alto,2,55000,Muito alto,4,27500,Muito alto,13750,Muito alto,Instagram,Melhorou,,Superou,10,10,10,10,Sim,Precarnaval,Ambev,Feminino,Ensino Superior completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),35000,Muito alto,1,35000,Muito alto,5,7000,Muito alto,70,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,4,9,6,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Nao sabe,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
BLOCO DA CALIXTO,37,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),100000,Muito alto,4,25000,Muito alto,3,33333,Muito alto,8333,Muito alto,Instagram,Melhorou,,Atendeu em parte,10,3,3,6,Sim,Nenhuma,Ambev,Feminino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,18,Adolescente,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,100,Baixo,80,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),33000,Muito alto,1,33000,Muito alto,3,110,Médio,110,Médio,www.portalbelohorizonte.com.br,Melhorou,,Atendeu em parte,8,1,5,6,Sim,Nenhuma,Nao respondeu,Feminino,Ensino Tecnico completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
BLOCO DA CALIXTO,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,1,70000,Muito alto,3,23333,Muito alto,23333,Muito alto,Instagram,Melhorou,,Atendeu em parte,9,5,8,5,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Brahma,Feminino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Onibus coletivo,Sim,Nao,2023-02-18
VOLTA BELCHIOR,33,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,150,Médio,1000,Alto,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),1500,Muito alto,2,750,Alto,10,150,Médio,75,Baixo,Amigos/Parentes,Melhorou,,Superou,9,10,7,9,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Ambev,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Veiculo Proprio,Sim,Nao,2023-02-18
BLOCO DA CALIXTO,23,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,100,Baixo,100,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),45000,Muito alto,1,45000,Muito alto,4,11250,Muito alto,11250,Muito alto,Amigos/Parentes,Piorou,Acesso aos blocos,Atendeu em parte,6,5,7,1,Sim,Nenhuma,Ambev,Feminino,Ensino Medio completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
